State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total charge
9.132793653194504,127,409,1.0,0.7831984132986259,14,214.55530478279218,95,160.62168015867013,109,228.55607140156184,104,12.732793653194504,2,0,63.852496114094166
33.87391657212628,110,413,0.0,0.0,0,272.1486017977136,114,226.1219623876429,97,163.4265903656517,86,14.73085853913945,5,2,76.82593785670649
31.86993638505357,124,411,0.0,0.0,0,212.4205970313025,117,200.42328312353,119,168.52818770111034,100,7.727377522718928,4,0,62.814579957590034
43.3980052929545,58,415,0.0,0.0,0,157.82583757997696,100,141.99691432781725,96,181.51287198418123,85,8.592021171818011,5,4,49.390525141533885
36.634988745998314,80,410,1.0,0.0,0,92.55944886121524,98,330.44902926040436,104,169.35588597265163,71,9.656911227232516,2,1,54.050291572883324
26.934305141045634,133,408,1.0,0.9343051410456342,29,223.5241402954161,135,263.69121459523967,100,169.18248789350378,107,15.104373134705355,3,1,72.11110013236251
28.348234184100814,101,415,0.0,0.0,0,223.12164730857734,97,283.62635221966553,109,238.44470255230246,114,12.602117799686138,3,1,76.17004693117158
14.932072699560493,95,408,0.0,0.7533963650219754,15,138.24429961363958,109,164.12758399085496,127,195.13248577023964,93,11.454754911030767,3,4,49.324648430100666
40.29300190623262,83,415,0.4840770697102016,0.5159229302897984,17,145.51720076249305,98,216.16943197162365,106,119.0834581425089,108,12.34712987476777,2,4,51.80025556644065
17.23211084617686,73,510,0.0,0.0,0,283.0758877913041,116,244.2523763319937,94,265.4467225439281,118,9.569633253853057,5,2,83.41610968321432
18.628564118449283,109,415,0.5261901716020534,0.0,0,285.46499168473605,88,254.81689468002796,137,125.35215446196176,93,10.399522652087803,3,0,78.63704556002989
28.173533348341483,176,415,0.0,0.0,0,225.6519778428131,106,249.86117332132682,100,215.68351996398044,72,7.116480036019556,4,2,71.2199753514932
34.78894900494102,69,414,0.9577898009882039,1.0,24,124.19309589527887,91,275.9168840796047,98,213.26324116895438,107,13.96362288553394,6,2,57.92601763675548
20.02631342459991,104,510,0.05727568090588775,0.0,0,195.72863784045293,116,207.23281280246806,86,202.89272881235428,75,8.695202198250627,2,0,62.36321989492542
34.92594771574204,102,510,1.0,1.0,30,171.05080779687077,95,109.78513071064489,115,173.17766664971558,101,14.549632680203885,3,0,50.13512482739454
19.99132790156422,135,415,0.0,0.0,0,250.32661263716236,121,266.9118154639436,117,151.0823849351399,114,13.015609777184403,2,1,75.55352847355982
39.81137632960184,59,408,0.0,0.0,0,287.49324240127936,98,177.1523093654406,76,214.74662120063968,131,10.153378799360315,8,0,76.34266893996801
16.148926598987174,91,408,0.9627683502532061,0.0,0,248.20573501271951,108,182.40210181726536,97,157.24629932740544,105,12.140954814721473,2,1,68.05582948071608
31.05847056863451,92,408,0.9243949593832492,0.0,0,227.76592439074875,132,256.06290419496037,73,209.95061004791216,118,9.971471430951523,2,3,72.62112874151188
31.07455401390903,124,415,0.0,0.3656807482613713,12,182.71065721001156,127,140.52911267343524,114,214.19325353073748,89,9.402248823087508,5,3,55.18026149031946
25.0,119,409,0.0,0.22538126800676583,5,202.79175363132057,127,207.16872544673302,108,167.7634531700169,96,6.269139452429092,5,1,61.32699125651548
37.45416990625449,82,510,0.0,0.0,0,80.9179069728231,87,170.8391546552718,87,243.77124469205995,76,9.31624857956534,2,3,41.75695504141371
36.112044233390144,139,408,0.0,0.0,0,61.54367882044293,116,79.24020482316867,85,176.4355919529813,101,8.974416218909719,6,4,27.556459235281096
43.46896369879196,158,410,0.37758635843400334,0.0,0,151.37724004578075,78,189.2786252963937,131,175.92069086747205,96,9.10948404668903,5,2,52.195948844127514
28.6264371149461,77,415,0.7813218557473051,0.0,0,177.43462649511557,121,163.47017274379664,85,179.06037379488754,110,14.081091917355929,3,3,55.909227049661325
25.83107279014613,131,415,0.42170160057963935,0.0,0,285.20382240811495,93,196.07570903240673,88,274.938347751943,95,10.68323056382562,2,1,80.41051787340272
19.501633937000435,109,408,0.0,1.0,31,207.86871392357088,111,104.5591790611244,65,188.45081696850022,135,8.615023058358908,5,5,55.0449970986078
10.322133610465704,53,510,0.1888762300665291,0.8111237699334709,36,114.87993577349805,115,202.8281512130374,99,143.67763853073183,110,11.434415329153017,5,3,46.32375100777279
16.63145648596474,98,510,0.0,0.0,0,115.77617495885946,83,146.464696729195,88,211.9382193489773,67,12.227640763552644,3,4,44.96599813625431
13.197634008317848,132,412,0.0,0.0,0,59.519763400831785,102,114.78899250257706,105,150.85159856179723,94,10.463786887330116,3,4,29.485692204308208
30.089563546432757,130,412,0.0,0.0,0,131.70519928650876,97,189.05497785705458,121,163.6196710584893,96,11.270651477680316,4,4,48.85566983257076
34.32171037362901,104,510,0.7400950207571672,0.0,0,201.84278867228448,92,179.05214215725903,67,173.6424747299091,94,12.000475103785837,3,2,60.58337575101309
27.476924664092632,89,415,0.3451922084942105,0.0,0,159.2093290756756,70,178.09182727027027,92,236.14134803860998,137,10.217402864092684,5,3,55.59093290756756
13.392910549172285,99,408,0.0,0.0,0,133.74441448222817,106,207.18704189404025,103,208.9917485843132,94,8.412183462720353,3,6,52.01953227251454
21.4525225283571,84,410,1.0,0.0,0,302.09379635660457,113,137.0693189497255,103,229.0168270728868,73,10.122344142627153,4,0,76.04541531280644
21.530011731842063,104,411,0.4699882681579366,0.0,0,132.07803050278937,102,253.8158498324216,124,230.84370435758,87,10.40702229049992,3,3,57.22688510056058
22.473246160108335,77,408,0.0,0.0,0,108.45718347861481,111,213.0090058116928,126,228.00505604011607,116,8.13070361146837,4,1,48.9959985471418
15.446705655083022,96,415,0.7077213502675275,0.29227864973247253,8,125.00056633021678,106,261.4476080842242,114,238.50056633021677,106,9.283088540107011,3,3,56.713348682086156
36.8755935476706,134,414,0.06220322616470275,0.0,0,263.23395064190123,68,251.35598290354824,113,198.73152902437653,111,8.375118709534119,2,4,77.32013770875672
29.821575645768238,81,415,0.0,0.0,0,238.63817592249185,95,200.98485788742101,113,302.7070478782927,78,11.665145479702147,6,1,74.41941942804068
43.92158409228083,68,415,0.0,0.0,0,162.13920795385957,85,154.81807509409154,85,189.68196434122459,87,10.987453454764934,8,5,52.236904543410894
28.047374321833306,158,410,0.3690782097708366,0.3690782097708366,7,224.94465637443966,99,269.5515978298666,79,256.0516340416771,70,11.80249719712918,3,4,75.86294524414001
38.73257204425414,97,411,0.0,0.0,0,215.69065953576006,96,236.41809287872968,83,334.3965571162028,76,10.295346850820836,4,0,74.590233511606
40.56892992022491,90,510,0.8657251490977245,0.0,0,253.52190114321073,122,208.16819120284978,110,282.8812819084509,95,11.462900596390899,5,2,76.6232504075594
25.420658789432295,117,414,0.0,0.9579341210567704,24,170.55601790212927,114,199.630404224724,124,169.80937128525238,97,9.721991048935365,5,4,56.23715119942035
36.47034027605438,100,411,0.0,0.0,0,263.4444743284767,65,210.84534790477522,94,223.3716353830604,91,6.099156938584892,8,3,74.41173743036597
13.354079294032005,80,510,1.0,0.0,0,232.65057503517707,90,234.0021963763545,110,84.1093875644913,97,15.737421635330755,3,2,67.46973842349992
40.99034286152468,69,510,0.5006035711547075,0.0,0,251.38744571998208,94,238.39203286075787,115,211.1609246379002,80,12.297102858457404,2,0,75.82189160855326
37.23316598923194,44,510,0.6796203327351078,0.3203796672648922,8,177.57754314206744,120,171.33818011155793,91,226.17573423291458,109,8.710709131299367,2,1,57.290207719066764
31.30495687189426,128,414,0.07623921797356448,0.0,0,239.18081886195588,123,247.9507004026784,92,206.5518320864142,70,13.45018861395597,3,0,74.66058458885286
28.74703815047892,114,510,0.0,0.725296184952108,25,118.16423643983619,101,194.72963153663414,92,76.41184739808432,75,11.15296184952108,3,4,43.092172892410346
40.12337960027607,74,510,0.0,0.1930345091160064,6,106.60637208696151,82,270.12923596140797,115,178.47095122861907,118,11.929454985276355,3,4,52.330696549088394
8.838659481610645,81,411,0.0,0.0,0,152.7745900952759,98,220.07123879930253,84,199.65220225796602,107,9.772603233275209,4,3,56.299119096813584
7.894497153580167,115,415,0.0,0.0,0,241.32010509468603,147,330.4107663112021,117,225.55801488799216,102,11.226039994226065,6,3,82.29479433666253
37.17959994476327,25,510,0.0,0.0,0,206.2712174809096,91,208.34017761347775,103,153.951307137472,98,10.10749439646485,2,2,62.430354377132
38.94640137656788,20,510,0.0,0.0,0,259.0005105219486,115,269.30051052194864,108,176.16482887006723,128,9.666819782043419,2,1,77.46200102351636
37.49724933946047,134,415,0.0,0.0,0,118.9242768274927,107,232.65948528239872,88,215.15687665134882,77,7.103300792647438,3,4,51.59113397300315
20.455416387418907,122,411,1.0,0.5544583612581091,14,263.48913777645527,107,255.81490046913623,93,175.91684597016473,103,9.458408260728916,2,0,76.99822549010884
24.974523842750628,92,415,0.0,0.0,0,91.2015777402285,110,215.7637255151188,78,194.42809401696508,78,10.031109009440542,3,4,45.30617506421305
21.09953863051293,107,415,0.0,0.0,0,293.7804697580232,73,194.46430165436732,78,148.64976931525646,87,13.35993289171097,5,1,76.75999161146387
25.622190593451066,98,409,0.0,1.0,31,93.31462712210134,87,274.29871569986335,110,191.37583826995296,110,8.66254013437927,6,2,50.12794147817198
36.01880747083588,100,414,0.0,0.0,0,269.44986063788275,84,207.7297715487676,86,214.56674568129972,106,4.563945400842006,14,3,74.36206882179195
21.58628574799348,141,408,0.0,0.0,0,279.32719983483196,131,218.05714369983698,118,124.72617082351705,101,13.130971401605217,3,2,75.17829715195823
34.0,132,408,0.853784921704667,0.0,0,113.42474474747328,87,112.7028312350846,92,151.56999846521285,95,12.895817069375667,3,3,39.169359435857416
19.0,125,408,1.0,0.24197713031704537,3,169.71327922958375,108,166.01257838352706,99,182.63555883457067,133,7.7,2,0,53.257668756315034
10.157492097947202,115,415,1.0,0.0,0,285.40772496096787,118,259.8244262395748,84,153.16850158041055,85,9.9803134877566,2,1,80.1939913572493
39.393851408906855,110,510,1.0,0.19692570445342839,6,207.84005123684184,83,172.4975918004046,63,162.2079760894738,101,12.53198975263163,2,2,60.676963278987806
43.32001734506565,66,414,0.0,0.0,0,160.93431544868398,87,155.15542460684213,85,190.96282493059235,88,10.966000867253282,8,5,52.11254636332398
17.15542118102147,73,510,0.994819293965951,0.0,0,125.55547067519288,103,207.59431359690538,96,207.27980762001008,142,14.06528926957187,4,1,52.11467129691064
25.0,128,415,0.28827719425395126,0.0,0,129.84150911505088,98,164.77082940960088,105,251.40179403597776,129,12.847849812863647,3,1,50.862968972589336
21.41483790057992,100,510,0.018856268208178095,0.0,0,195.27007708485354,116,208.60785139976656,86,201.5770635856669,73,8.328284402312267,2,0,62.24439254233488
41.55631823653683,110,510,0.5695397795671037,0.0,0,255.35626756507355,110,192.23521443915166,117,288.5171880059394,87,11.440401713437234,5,2,75.82974063628572
24.633584964465264,58,409,0.0,0.0,0,228.07709443959095,119,268.7786332707079,119,287.373283007107,93,6.347328828789338,5,1,76.26297708915881
8.117942399318693,75,510,0.5630041143343791,0.0,0,245.79596708532497,101,311.4392715243944,96,177.0401687527333,97,12.173991771331242,2,0,79.5134378562112
42.438634387727284,107,412,0.40643906462121404,0.0,0,161.93601986220457,89,183.73238982147726,104,231.77124021925005,127,13.743863438772728,5,3,57.295393254412126
34.657734058243136,79,415,0.0,0.0,0,166.2157130994731,79,131.91693049924322,80,186.57417834909472,96,9.224604251135164,1,5,50.35490878895679
20.734059587703477,99,415,0.6223432646172461,0.3776567353827539,13,162.9590195566003,89,173.593132519108,106,161.3111182575044,108,10.240435752622085,2,3,52.47824522027728
21.451731917704933,99,510,0.01882216323770547,0.0,0,264.2703696085,117,194.24468812209017,111,263.1122053749057,110,7.584699734569675,4,2,75.33315126078239
34.57806230389291,107,408,0.8098923502162724,0.0,0,138.5857665994418,51,186.22210650679506,103,179.21948213804944,85,10.50989235021627,2,1,50.29469711340308
33.96297558144192,74,413,0.7925951162883833,1.0,25,118.29564565149528,90,275.9829619534846,101,208.42303690724964,107,13.038532651214947,6,2,56.462392730315074
33.38151809330571,102,415,0.09210120622038065,0.0,0,220.78954021798577,100,285.2079296265047,111,245.03440282515396,119,11.99868867315758,3,0,76.04199782298872
28.49331433538199,75,415,0.0,0.0,0,271.9850102288168,98,234.94187125404372,96,235.45496127425616,103,7.773187929333713,2,0,78.90199145092188
34.637830329512845,137,510,0.03986439559455279,0.0,0,236.61195931867837,108,169.409667934187,106,213.44410815356366,118,10.948515296740698,2,0,67.18129763517192
12.699565057899392,102,415,0.47854036127852806,0.0,0,240.26245042334256,97,251.22639439740638,76,277.71308367207286,101,10.589487651689566,5,2,77.55665344622467
46.9773079079915,176,415,0.0,0.0,0,266.32011329248246,91,224.38989231529666,79,224.68184632639318,58,8.865961861987255,7,2,76.84892731346463
31.602342899882146,73,415,1.0,0.7573102071344389,18,126.9134489643278,97,272.1868461691569,103,221.70788684810717,105,13.035088994245307,5,2,58.20292408285377
30.928242711497724,123,415,0.0,0.0,0,125.56040296905965,106,195.78783741728324,115,166.24204695045228,95,12.463487122160203,5,3,48.82333417098965
27.4619978706406,46,411,0.0,0.0,0,277.50998364120454,122,241.88196800904896,110,189.54396302369034,117,10.61073018099555,2,0,79.13709363561378
3.40834412313998,108,415,0.718331175372004,0.0,0,137.18702977986635,109,176.7314527406469,95,250.90207509705425,118,11.801491583950815,2,3,52.824485512874276
8.752659684180916,159,510,1.0,0.0,0,47.4031916210171,92,245.00851923978385,99,218.45506061904806,96,12.3095748630513,3,0,42.03141076704656
28.281230367097773,90,415,0.35938481645111264,0.0,0,183.65477093983446,102,202.50812957137094,106,286.0403638824004,121,11.593785339224006,3,1,64.43675772131091
29.33260526951281,150,412,1.0,0.0,0,131.56596507789416,108,136.467136598769,93,238.13631839499746,91,11.999940431141958,2,2,47.926705717362495
43.09520614859442,44,510,0.0,0.0,0,79.10436920580655,108,191.02582413321616,109,188.72305287787813,103,8.034529000853407,4,1,40.34770477540494
28.650853124527565,137,415,0.4349146875472437,0.4349146875472437,12,271.254078280376,93,185.11673334195945,97,276.84227634332007,106,11.85772365667992,3,1,77.51116854979591
22.394446492598984,123,415,0.7716269109786077,0.0,0,291.5643645234374,71,183.70416513055076,102,265.32422568575237,92,13.175436083675924,4,0,80.6795532093441
30.01766936742493,93,411,1.0,0.0,0,141.53266193321429,56,179.86755893387854,102,198.16399866387172,92,14.292048784658782,2,1,52.12478753660964
19.04841246710443,118,408,1.0,0.9878968832238926,15,147.35370958305654,102,160.33964171216692,95,183.64174774342723,119,7.74720215542682,2,0,49.03308709572294
22.009038469079293,119,510,1.0,0.9909615309207078,21,171.9707498921661,118,223.41561523078244,132,150.16901937178275,93,13.864749970590761,19,1,58.730411505432706
19.570293439700123,161,415,0.0,1.0,39,198.714535443266,124,137.17787899821707,93,194.41830695917534,63,10.61437652482399,3,3,57.060583745565516
18.066566083910104,114,415,0.926194068431782,0.0,0,292.7390749200816,76,186.95007543706743,93,266.39073907217926,91,14.071925596904336,4,0,81.44466063873732
31.569848305945868,133,409,0.7713232203963912,0.0,0,253.67095449178376,107,255.60728401609376,88,171.9028592727422,105,9.143383898018044,2,0,75.05406637115027
16.634363688871687,87,415,0.36563631112831285,0.0,0,306.811946572967,93,176.63739901809947,87,278.44541913746474,96,8.917599537929153,3,1,82.10815093376969
7.996048508719656,58,415,0.0,0.0,0,253.09631194147167,87,227.84283457762652,93,242.3457323378988,126,9.644810323266698,2,1,75.90161486337728
45.46163011374497,72,510,0.0,0.6783300103404514,22,100.5887078717784,68,297.3543135800993,105,169.34739580559952,117,8.483856926582796,3,4,52.282166998965955
11.936294627210387,105,413,0.15195791039851603,0.0,0,178.84845095387948,146,153.51607214746613,59,169.38527170110842,105,14.523553552652466,2,5,55.002875459415385
33.221536056748675,119,415,0.0,0.0,0,137.6419420759266,126,213.8044477614536,86,213.734721750687,74,13.381341567319016,7,1,54.80912620675153
45.85182384866405,61,510,0.0,0.0,0,260.70290831089807,71,246.48822872608608,130,201.4226651310762,94,14.566441011761505,3,0,78.27311896117344
27.144424251837204,179,411,1.0,0.0,0,140.27623437230076,112,133.9978060474279,80,265.5420474698841,106,12.557495456663371,2,1,50.57925965059851
19.816753382067404,62,415,1.0,0.0,0,159.36454771807945,86,198.16798758747655,77,121.96753902193032,104,13.762902110867257,5,0,53.13899777017541
28.076439413587963,91,408,0.0,1.0,24,89.9038219706794,87,255.5736346814103,94,175.82264214124132,111,8.936623102622107,6,2,47.33370115787882
42.96190610530961,120,415,0.0,0.0,0,269.2982022971189,95,262.69386500125836,117,209.17534596030464,107,8.466243401170107,7,2,79.81176772118776
22.274439657242514,156,415,0.11850262359815156,0.0,0,76.8028851153048,108,154.4426323111677,87,156.54198856689283,84,9.242203148317781,3,4,35.73232475569409
20.866654816727497,111,410,0.28888493890916567,0.0,0,159.5444424694546,83,179.61555397556367,90,163.92894181861718,79,10.248881383927415,2,4,52.53577769877818
18.86057448593961,101,410,0.0,1.0,30,98.43413646064573,88,271.2076911935724,107,200.91454670733518,115,8.759134650200863,6,3,51.190481152209486
36.27577922190444,151,415,0.0,0.0,0,241.08374603394648,84,245.77015728658216,97,219.31835858629617,79,9.734452381364964,3,3,74.37548355024114
42.979765046268895,201,415,0.0,0.0,0,225.9006744984577,110,299.13709741517374,85,250.82717658114979,81,11.20944297840785,4,1,78.13455398531858
22.044911298995615,118,510,1.0,0.9550887010043841,21,169.84994392031965,118,223.4473015834149,131,151.3338655801698,95,13.760774973113591,19,1,58.39723621833639
11.194960382523039,93,408,0.0,0.761007923495392,15,139.86411221315922,105,160.70755942621545,121,187.3169762295138,88,10.891830109282491,2,4,48.80748019126151
25.911035269574224,137,412,0.37172406640234323,0.37172406640234323,5,129.6082738592656,93,165.2518626555008,104,197.0053118254715,119,10.527241701189455,4,2,47.7837102074925
41.50558539278728,76,510,1.0,0.0,0,244.52374251986902,113,216.30768374885176,75,213.03100659750785,101,11.904887985442716,3,0,72.75789113084588
34.3992740671458,103,510,0.0,0.0,0,214.16315788646816,94,256.6457713075852,95,201.81916513008625,91,11.515353904049283,1,1,70.41195280965132
27.468324221382645,86,408,0.0,0.9184264321454086,15,91.15412122638621,86,233.76285761819668,75,164.23167577861733,115,8.973705728581635,6,4,45.18399182313898
32.70557156701529,71,510,1.0,0.9509285945025484,31,270.5087576089515,96,253.3558357350523,101,163.08873680107004,86,8.283421389345667,1,1,77.09581011952318
12.691509655846717,106,410,0.0,0.0,0,128.38422073846294,115,225.69568623103268,100,216.61179345131023,78,10.82981158701606,3,6,53.68062514699845
24.786213336088437,101,415,0.0,0.0,0,291.0782871868366,125,213.19954434531056,80,198.2924383744997,138,9.328423883243419,5,0,79.04342540209238
43.663039944446574,71,415,0.0,0.0,0,223.72738050454006,101,225.125204471208,100,278.9996073131298,94,9.004049423738554,5,1,72.15749180838283
28.016022132196802,174,510,0.0,0.0,0,289.9606146625804,127,275.4750309752112,112,259.59946472681133,107,10.09839778678032,4,0,87.11846442545294
26.795185682831303,84,415,0.5640740288335178,0.0,0,156.94151930118014,64,175.125852186632,93,226.7931123868948,111,13.061221720052046,4,3,55.29646304665799
31.697058461701523,124,510,0.0,0.0,0,148.22504984578154,101,170.05179015342355,128,82.03867938330274,88,6.410049230674112,6,4,45.07515236904678
32.56631073707876,131,510,0.0,0.3433689262921239,12,128.82000695644973,102,175.86242495883093,107,61.13475705168496,74,7.333689262921239,6,4,41.57974094811681
37.83640978395844,152,510,0.0,0.0,0,285.23097729051216,128,233.0756627205257,103,241.1250371735231,101,10.101994564467535,5,0,81.87150207747719
25.0,119,409,0.0,0.19159294573482577,4,204.18721134115168,127,207.50322983722523,108,167.67898236433706,96,6.12384966665975,5,1,61.549318417064846
19.446542646833304,93,415,0.9182390866754371,0.08176091332456292,2,129.10566219017102,111,260.8371066486413,120,242.60566219017102,100,9.367295634670175,2,2,57.56805069190227
45.335067413816674,109,415,0.0,0.0,0,65.50629578876541,111,94.90617428350814,89,197.76649325861834,111,13.526933738985786,3,4,31.7543774411818
14.553621169614384,125,411,0.5059579077349317,0.5059579077349317,8,169.97534045341965,104,144.38946146597084,95,173.180478179395,119,9.626764159833767,2,2,51.55901887977835
8.429380612593098,26,489,0.0,0.0,0,315.8136570863692,111,247.29337073222132,115,155.07998116155846,150,11.344170556592603,2,1,84.75327109451837
42.68856029339466,97,414,0.0,0.0,0,218.72605456236616,121,302.2515660818928,74,198.0966070611371,72,12.349391047676633,1,0,75.1230926180953
17.89194354512572,149,415,0.0,0.0,0,136.64322258194971,112,209.9907086199794,82,160.5273007891663,78,12.127962363417147,2,3,51.57224639821908
19.32921367001072,114,413,1.0,0.8247782278941727,22,265.5870726082031,103,261.3550383296253,75,178.1,105,8.247433468368252,2,0,77.59877702293501
23.601866381108003,24,415,0.13322964549399974,0.0,0,123.0855883131376,47,127.5453083559714,108,252.40715446091403,121,8.4065837163952,1,5,45.39133229645495
11.412393719885133,93,408,0.0,0.7175212560229733,15,140.89474623225553,105,160.3814094201723,120,187.44743623193108,88,10.7265807728873,2,4,48.91619685994256
24.355969217478844,14,415,0.0,0.0,0,303.4675204788934,133,169.52404566033331,86,226.16827002962603,79,11.291928516416242,3,0,79.22196475413519
33.23460063690274,161,415,0.0,0.0,0,235.1365523566098,92,247.3245374522497,98,218.13567802546217,77,8.619353566864339,3,3,73.13873759234045
29.71811083167558,77,415,0.5633858102312339,0.0,0,248.41393744784918,144,250.0185033580932,87,160.34637825379156,87,10.329566960560655,3,1,73.49744886653404
18.320355338677818,106,408,0.5800888346694546,0.0,0,315.90517383757407,104,145.566579865226,97,207.5221320320669,87,9.450222086673637,2,0,77.96752550087137
33.89980968864239,138,415,0.0,0.0,0,240.12318742795918,104,246.5367364474978,94,214.07132727807894,73,12.015123702382445,3,1,74.65449904844321
27.280840120234405,52,413,0.0,0.0,0,246.64077261034643,133,244.4328493355481,114,284.06975889416236,110,6.0333004714443295,4,3,77.11533626230023
39.56499213194571,135,510,1.0,0.28249606597285226,9,268.48749666350216,66,187.65199370555655,63,148.65771577396382,110,10.548006294443436,3,2,71.12966650398641
7.646949608399698,9,412,0.6469496083996976,0.0,0,138.0665516180451,52,136.1109019063576,85,208.8403180136139,101,8.923474804199849,1,2,46.858098117309254
32.09369744559851,127,415,0.0,0.0,0,124.0896078587207,105,192.25579135604175,114,170.0881886050665,95,12.70936974455985,4,4,48.51276821223622
31.48189138164635,58,510,0.9464565131504055,0.0,0,112.76723659837191,66,124.39355033581914,95,244.7108651710122,75,6.496378276329271,1,0,42.52045605655243
14.933951905243458,118,510,0.8925582274864745,1.0,28,166.50097330527885,91,275.7759098615564,83,188.62795682173737,131,11.82893012701623,2,2,63.42645559583354
21.258343981871942,68,415,0.5805520060426864,0.0,0,273.0483312036256,69,247.36736263385197,105,170.65282392144508,92,11.370828009064029,5,1,78.1977664193366
39.89681313831656,106,510,1.0,0.0,0,227.96087597238008,111,161.75109199316992,100,239.1111433258592,117,9.035112526245634,1,0,65.70370850076463
34.62137173281758,103,411,1.0,0.0,0,219.15328154646681,92,346.2184785878497,97,165.42609511737933,113,12.99404698693099,5,3,77.63419856001934
21.433576007944758,59,415,1.0,0.4975398521461022,11,139.71863812512376,100,254.2942136422824,91,214.3492619556438,99,14.149753985214609,4,1,58.83260775672513
40.38595967282815,99,413,0.20468010905728395,0.0,0,27.36573058095886,9,165.3719790754154,125,170.1292656140478,88,7.598252425323407,1,3,28.4236141270975
33.00486667168736,109,415,0.0,0.0,0,281.65868120700924,99,212.4846390985086,87,154.60243333584367,91,15.091616970427252,5,2,76.9764521213034
42.11681538652009,56,510,1.0,0.0,0,250.5437748703346,116,198.40551820820747,76,195.0526287231549,66,11.409498975057366,2,0,71.31686753889961
36.0,126,510,0.33156469906719377,0.0,0,146.35755277761265,112,161.58567406244427,115,74.4225229739763,87,6.386735243003953,6,3,43.691482399233514
30.5355134275389,142,415,0.14496979838006485,0.0,0,281.3295771773209,100,199.70089564122114,87,278.7849198025171,97,8.856800669308427,2,1,79.74082691207975
12.727364565795394,79,510,1.0,0.0,0,231.79406490658704,91,233.15264974474485,111,82.53911899540957,96,16.005516269076416,3,2,67.2538700171073
47.86146743722507,63,510,0.07115828517343281,0.0,0,260.3199076683926,72,244.06071063571068,132,203.38796496163914,92,14.358440231167522,3,0,78.03353483135683
41.48183296251804,41,510,0.9309924073871837,0.0,0,174.47337311157222,118,184.8010981671945,86,224.65410790689575,98,9.696488611080776,1,0,58.10329447046219
6.006663151447166,120,408,0.0,1.0,30,199.0572918224155,127,77.33109094674339,76,181.70333157572358,81,5.995411082339744,3,3,50.21062227013607
41.60380656942752,128,411,0.0,0.0,0,61.39723182481527,113,84.80519065701988,86,185.36885868626877,106,10.988062408790089,4,4,28.95136686863459
30.764698204574543,34,510,0.0,0.0,0,236.12588972360845,97,268.69105461610684,101,223.17104417432822,112,10.288001566266793,2,2,75.80023595440657
14.349792636817877,48,510,0.18912141899208157,0.18912141899208157,6,284.96058444473147,109,257.13004147263644,93,187.2937216872138,89,9.821757162015835,3,2,81.38006654760935
41.910603765226,167,415,0.0,0.16417407208948398,6,174.17447438431137,123,167.01213303897276,105,211.26284710034545,61,12.153738891865775,3,4,56.59149218504627
4.671235867537582,69,415,0.0,0.0,0,245.96403937616589,86,244.56611734958216,86,241.02773606226646,104,8.396915789412132,3,0,75.71458986357283
15.65954856315512,101,510,0.0,0.0,0,231.28891523902934,95,273.4949139264864,130,224.76173269547698,106,9.38212569079979,3,0,75.21799902597463
23.975403393925475,119,409,0.7711228158518866,0.7711228158518866,16,148.87838976786782,117,204.8055580643562,123,161.35497533611812,84,11.511978931466604,3,4,53.088073739866886
39.144191757608546,91,510,0.3453493131340455,0.0,0,267.22510143021776,87,186.92233966876773,70,215.6666226242121,124,9.992211634356824,4,0,73.72311534625726
29.513313279597714,65,510,0.8484049251999006,0.8484049251999006,27,274.0164782416816,100,254.09733734408047,100,169.49306701960268,85,8.503190149600197,2,1,78.10342752175647
16.48233832965886,87,415,0.875883083517057,1.0,20,116.37315426108145,112,255.55621263409432,128,121.19142535341726,116,11.621291049228361,2,0,50.096387314768506
21.156378210944034,112,411,1.0,0.0,0,167.73539260348787,101,174.3691346328321,97,167.21317143393895,118,9.802468755670434,2,1,53.504074275836466
44.48044117807994,64,510,0.2824724263700037,0.2824724263700037,9,264.539982535789,77,247.37276838150802,125,191.73326195222086,91,12.863929228594975,3,0,78.1034039523115
17.322489960185365,108,408,0.0,0.0,0,134.32054764505045,99,231.04600949375487,116,214.74771814562305,85,10.236929536405766,4,5,54.899321285268584
5.849715638404371,65,415,0.9624289096010926,0.0,0,225.36762796271805,133,108.66212441190656,87,138.75089335698468,130,16.826604260973767,8,1,58.33503246337935
17.383600403667252,78,510,0.8721331987775824,0.0,0,125.45475963669946,101,208.49277416757897,94,204.5229969724956,135,13.831479717432924,3,1,51.98692113015415
1.5310935010317217,116,415,0.7655467505158609,0.0,0,107.1949920330151,107,133.34117274638896,99,161.83337874186864,102,10.675125199174623,7,5,39.71598921583955
23.000034904266098,56,415,0.0,0.0,0,272.69999883652446,74,224.90027690717773,84,178.20022338730303,104,10.499988365244635,2,1,76.3400301340164
8.583434171517707,154,510,1.0,0.0,0,47.20012100582125,95,231.74123904698828,102,206.99849341174883,96,11.700363017463747,3,1,40.19192944439748
43.79263235411265,65,411,0.0,0.0,0,262.3495223983883,134,240.08854128774544,86,173.17844502213782,106,10.636016289736942,3,0,75.67866308812987
2.218537680003889,55,415,0.0,0.0,0,247.37434083399776,85,226.96800785402792,92,244.03229134199523,129,10.052487065997374,2,1,75.04009786200106
29.21537469622134,76,414,0.0,0.0,0,272.261174056449,95,235.8104117690941,95,235.4515406933502,104,7.705384367405534,1,0,79.00454423945106
